type	corpus	en_source	ko_reference	ko_target	annotation	accuracy	fluency	style	total
Validation	TEDTalks	And like all the dolphins in our community, we photographed Mugsy and tracked her little spots and nicks in her dorsal fin, and also the unique spot patterns as she matured over time. 	이 군집의 다른 돌고래들과 마찬가지로 저희는 먹시를 촬영하고, 성장하는동안 점반과 등 지느러미의 벤 자국, 고유의 점반 패턴을 기록하고 추적했습니다. 	우리 그룹의 다른 모든 돌고래와 마찬가지로 Mugsy는 카메라에 포착되었고 그녀의 등지느러미의 작은 반점과 흠집이 그녀가 자라면서 발달한 뚜렷한 반점 패턴과 함께 기록되었습니다.	"Accuracy: Mugsy(untranslated text/major), 기록되었습니다.(mistranslation/major), 흠집이(mistranslation/major)
Fluency: Mugsy(untranslated text/major), 다른 모든 돌고래와, 기록되었습니다.(unnaturalness/minor)
Style: Mugsy는 카메라에 포착되었고(structure/major), 패턴과 함께 기록되었습니다.(structure/major)"	15.0	9.0	10.0	34.0
Validation	TEDTalks	What percentage of that was accounted for by foreign direct investment? 	과연 전체 투자 대비 외국인 투자는 몇 퍼센트일까요? 	그 중 외국인직접투자 유입에 기여한 부분은 어느 정도였습니까?	"Accuracy: 유입에 기여한 부분은(mistranslation/major), 어느 정도였습니까?(mistranslation/minor)
Fluency: -
Style: -"	17.0	0.0	0.0	17.0
Validation	TEDTalks	(Laughter) Now astrology -- we remove the banal idea that your life could be predicted; that you'll, perhaps today, meet a lucky man who's wearing a hat. 	(웃음) 그래서 점성학은, 우리의 삶이 예측 가능하다는 오래된 생각들을 제거해버렸죠. 마치 당신은 아마도 오늘 모자를 쓴 운좋은 사람을 만나게 될 것이다 라는 식이요. 	(웃음) 음, 점성술에 관해서는, 우리는 사람의 삶이 예언될 수 있다는 진부한 개념을 거부합니다. 예를 들어 오늘날 모자를 쓰고 있는 우연한 신사를 우연히 발견할 수 있습니다.	"Accuracy: 거부합니다.(mistranslation/major), you'll(omission/major), 우연한(mistranslation/major)
Fluency: 오늘날 모자를 쓰고 있는 우연한 신사를(unnaturalness/minor)
Style: -"	15.0	6.0	0.0	21.0
Validation	TEDTalks	I went looking for a farm where these ideas about looking at things from the species' point of view are actually implemented, and I found it in a man. The farmer's name is Joel Salatin. 	다른 종의 관점에서 세상을 바라보는 이 아이디어를 실제로 실천하고 있는 농장을 찾아서 저는 거기 갔습니다. 그리고 그것을 한 남자로부터 발견했습니다. 그 농부의 이름은 조엘 살라틴입니다. 	다른 종의 관점에서 사물을 관찰한다는 개념을 완전히 수용하는 농장을 찾기 시작했고 이러한 이념을 구현한 Joel Salatin을 우연히 발견했습니다. 그는 해당 농장의 소유주입니다.	"Accuracy: Joel Salatin(untranslated text/major), 관찰한다는(mistranslation/minor), 해당 농장의 소유주입니다.(mistranslation/major)
Fluency: Joel Salatin(untranslated text/major)
Style: -"	26.0	10.0	0.0	36.0
Validation	TEDTalks	Caltrans is a state agency that governs the freeway, so it would have been very difficult to negotiate with them. 	칼트란스는 고속도로를 관할하는 국영 기업으로 이들과 협상하는 것은 매우 힘들었을 겁니다. 	고속도로를 감독하는 주 전체 기관인 Caltrans와 협상하는 것은 어려웠을 것입니다.	"Accuracy: Caltrans(untranslated text/major), 주 전체 기관인(mistranslation/major)
Fluency: Caltrans(untranslated text/major), 주 전체 기관인(unnaturalness/minor)
Style: 고속도로를 감독하는 주 전체 기관인 Caltrans와 협상하는 것은(structure/major)"	20.0	8.0	5.0	33.0
Validation	TEDTalks	We're given the impression that these are the things that we need to go after in order to have a good life. 	그런 것들을 추구해야만 한다고 세상은 우리를 압박합니다. 좋은 삶을 살기 위해서 말이죠. 	우리에게 전달된 아이디어는 이러한 것들을 추구하는 것이 만족스러운 삶을 위해 필수적이라는 것입니다.	"Accuracy: 우리에게 전달된 아이디어는(mistranslation/major), 것입니다.(mistranslation/major)
Fluency: 우리에게 전달된 아이디어는(unnaturalness/minor), 만족스러운 삶을 위해 필수적이라는 것입니다.(unnaturalness/minor)
Style: We're given the impression(structure/major)"	20.0	8.0	5.0	33.0
Validation	TEDTalks	We know how to do this better, and it's time to do better. 	우리는 어떻게 더 잘할 지 알고 있습니다. 그리고 더 잘 할 때 입니다. 	우리는 이와 관련하여 우수한 지식을 보유하고 있으므로 접근 방식을 개선할 때입니다.	"Accuracy: 이와 관련하여 우수한 지식을 보유하고 있으므로 접근 방식을 개선할(mistranslation/major)
Fluency: 접근 방식을 개선할 때입니다.(unnaturalness/minor)
Style: 우리는 이와 관련하여 우수한 지식을 보유하고 있으므로(structure/major)"	45.0	4.0	5.0	54.0
Validation	TEDTalks	You see the two movements integrated, and the object seems to be employing its entire being in this expression of desperation. 	여러분은 두가지 움직임이 복합되는 것을 보십니다. 물체는 이렇게 절실한 표현으로 자기 자신 전체의 존재를 보이는 듯하죠 	두 움직임의 융합을 관찰하면 독립체가 절망감을 전달하기 위해 완전한 존재를 활용하는 것처럼 보입니다.	"Accuracy: 독립체가(mistranslation/major), 완전한 존재를(mistranslation/major)
Fluency: -
Style: 두 움직임의 융합을 관찰하면(structure/major)"	15.0	0.0	5.0	20.0
Validation	TEDTalks	"I say to myself, ""What planet do you come from?"" "	"""하고 묻는데 그러면 저는 속으로 ""당신은 어느 별에서 오셨습니까?"" "	나는 속으로 묻습니다. &quot;당신은 어느 행성에서 왔습니까?&quot;	"Accuracy: -
Fluency: &quot; &quot;(encoding/major)
Style: -"	0.0	10.0	0.0	10.0
Validation	TEDTalks	And that's changed now because, as journalists, we interact in real time. We're not in a position where the audience is reacting to news. 	그런데 지금은 완전히 바뀌었죠, 왜냐하면, 져널리스트들은 이제 실시간으로 소통합니다. 져널리스트들은 이제 청중이 뉴스에 반응하는 시대에 살고 있지 않습니다. 	저널리스트로서 우리는 이제 실시간으로 상호작용할 수 있는 능력을 갖게 되었고 이는 역학을 변화시켰습니다. 우리는 더 이상 뉴스를 보도하는 입장에 있지 않습니다.	"Accuracy: 있는 능력을 갖게 되었고(mistranslation/major), 우리는 더 이상 뉴스를 보도하는(mistranslation/major)
Fluency: -
Style: 저널리스트로서 우리는 이제 실시간으로 상호작용할 수 있는 능력을 갖게 되었고(structure/major)"	45.0	0.0	5.0	50.0
Validation	TEDTalks	JS: God knows. 	JS: 신만이 알겠죠. 	오직 하나님만 아십니다.	"Accuracy: JS:(omission/major), 오직 하나님만(mistranslation/major)
Fluency: -
Style: JS:(structure/major)"	15.0	0.0	5.0	20.0
Validation	TEDTalks	Back to the city, in Beijing, we were asked to design these urban towers. 	다시 베이징으로 돌아와서 건축 디자인 의뢰를 받았어요. 	베이징의 도시 중심지로 돌아가서 우리는 이 우뚝 솟은 구조물의 청사진을 만드는 임무를 받았습니다.	"Accuracy: 우뚝 솟은 구조물의(mistranslation/major)
Fluency: 베이징의 도시 중심지로 돌아가서 우리는(unnaturalness/minor)
Style: -"	15.0	5.0	0.0	20.0
Validation	TEDTalks	(Laughter) But we're in a new world now. We're in a completely new world. 	(웃음) 하지만 지금 우리는 새로운 세계에 있습니다. 	(웃음) 그럼에도 불구하고 현재 우리가 새로운 영역, 이전 영역과 완전히 다른 영역에 거주하고 있다는 것은 분명합니다.	"Accuracy: 그럼에도 불구하고(mistranslation/minor), 영역 영역 영역(mistranslation/major), 분명합니다.(mistranslation/minor)
Fluency: -
Style: 것은 분명합니다.(structure/major)"	18.0	0.0	5.0	23.0
Validation	TEDTalks	It really is a story of Dr. Venkataswamy. 	벤카타스와미 박사에 대한 이야기인데요 	이야기는 주로 Venkataswamy 박사를 중심으로 전개됩니다.	"Accuracy: Venkataswamy(untranslated text/major), 주로(addition/major)
Fluency: Venkataswamy(untranslated text/major)
Style: 이야기는 ... 전개됩니다.(structure/major)"	10.0	5.0	5.0	20.0
Validation	TEDTalks	So part of the signaling system of play has to do with vocal, facial, body, gestural. 	놀이의 신호 체계는 이렇게 목소리로, 몸으로, 몸짓으로 이루어집니다. 	놀이 활동 중에 활용되는 의사소통 방법에는 발성, 얼굴 표정, 신체 움직임 및 몸짓이 포함됩니다.	"Accuracy: 의사소통 방법에는(mistranslation/major), 발성(mistranslation/major)
Fluency: -
Style: -"	15.0	0.0	0.0	15.0
Validation	TEDTalks	"Well, they were out, but they were always in danger. The big ""Jew"" stamp was still on their papers. "	수용소를 나오기는 했지만, 항상 위험에 처했죠. ‘유태인’ 이라는 큰 도장이 여전히 증명서에 찍혀있었으니까요. 	감금되지는 않았지만 문서에 여전히 &quot;유대인&quot;이라는 중요한 레이블이 붙어 있었기 때문에 그들은 여전히 위험에 처해있었습니다.	"Accuracy: 감금되지는 않았지만(mistranslation/major), 중요한(mistranslation/major), 레이블이(mistranslation/minor)
Fluency: &quot; &quot;(encoding/major), 중요한 레이블이(unnaturalness/minor)
Style: 문서에 여전히 &quot;유대인&quot;이라는 중요한 레이블이 붙어 있었기 때문에(structure/major)"	16.0	12.0	5.0	33.0
Validation	TEDTalks	"This has been seen in cinema over and over, with Hitchcock, and Ridley Scott in ""Alien."" "	이는 영화에서도 여러번 나타났죠. 히치콕 감독의 영화에서, 리들리 스콧의 '에이리언'에서요. 	히치콕과 리들리 스콧의 &quot;에이리언&quot; 같은 작품에서 영화 역사 전반에 걸쳐 반복적으로 이러한 예를 찾을 수 있습니다.	"Accuracy: 영화 역사 전반에 걸쳐(omission/major)
Fluency: &quot; &quot;(encoding/major), 영화 역사 전반에 걸쳐 반복적으로(unnaturalness/minor)
Style: -"	20.0	15.0	0.0	35.0
Validation	TEDTalks	And that's where I came up with the idea for the zoetrope tunnel. 	그 결과 조이트로프 터널을 생각해냈습니다. 	그곳에서 조에트로프 패시지의 개념에 대한 영감을 얻었습니다.	"Accuracy: 패시지의(mistranslation/major), 개념에 대한(addition/minor), 영감을 얻었습니다.(mistranslation/minor)
Fluency: -
Style: -"	9.0	0.0	0.0	9.0
Validation	TEDTalks	I know that should have been, like, a rock or something. 	바위나 뭐 다른 사진을 찾았어야 했는데 	바위나 그와 유사한 물체와 같은 더 강하고 탄력 있는 태도를 보여야 한다는 것을 알고 있습니다.	"Accuracy: 더 강하고 탄력 있는 태도를 보여야 한다는(mistranslation/major)
Fluency: -
Style: -"	35.0	0.0	0.0	35.0
Validation	TEDTalks	I have the same footprint as a pedestrian; I have the same unique capability to deal with other pedestrians in a crowded space. 	저는 이것을 보행자 수준으로 간주하고 싶습니다 동일한 능력을 갖는 독특한 것으로요 복잡한 공간에서 다른 보행자와 함께 지낼 수 있는 것으로요 	내 발자국은 보행자의 발자국과 같기 때문에 수많은 보행자 사이를 탐색할 수 있는 동일한 고유한 능력을 제공합니다.	"Accuracy: 탐색할(mistranslation/major), 제공합니다.(mistranslation/major)
Fluency: 수많은 보행자 사이를 탐색할 수 있는 동일한 고유한 능력을 제공합니다.(unnaturalness/minor)
Style: -"	10.0	10.0	0.0	20.0
Validation	TEDTalks	One avenue is to appeal to people's emotional responses, to appeal to people's empathy, and we often do that through stories. 	한 가지 방법은 사람들의 감정적 반응이나 사람들의 공감대에 호소하는 것입니다. 우리는 종종 이야기를 통해 그렇게 합니다. 	한 가지 접근 방식은 개인의 감정적 반응을 유발하거나 공감 능력을 키우는 것인데, 이는 일반적으로 이야기 전달을 통해 달성됩니다.	"Accuracy: 능력을 키우는(mistranslation/major)
Fluency: 달성됩니다.(unnaturalness/minor)
Style: -"	10.0	1.0	0.0	11.0
Validation	TEDTalks	(Laughter) Yes, I'm just looking forward to seeing you, and if you can't find me, I will also look for you, and I hope to see you one day. 	(웃음) 그냥 누나 볼 날만 기다리고 있고, 누나가 날 못찾으면 내가 누나를 찾고 있을테니까 언젠가는 볼 날이 있을거야. 	킥킥, 나는 당신과의 만남을 간절히 기대하고 있습니다. 당신이 나를 찾을 수 없는 경우에는 내가 직접 당신을 찾으려고 노력할 것이며 언젠가 당신을 만나고 싶습니다.	"Accuracy: 킥킥,(mistranslation/major)
Fluency: 언젠가 당신을 만나고 싶습니다.(unnaturalness/minor)
Style: 킥킥,(structure/minor)"	5.0	4.0	5.0	14.0
Validation	TEDTalks	That is the primary function of an incubator. 	그게 인큐베이터의 첫번째 목적입니다. 	인큐베이터의 주요 목적은 그 역할을 수행하는 것입니다.	"Accuracy: 그 역할을 수행하는(mistranslation/major)
Fluency: -
Style: 인큐베이터의 주요 목적은(structure/major)"	15.0	0.0	5.0	20.0
Validation	TEDTalks	If, by some miracle, the outer wall was compromised, attackers would be faced with the final defense: the great inner wall. 	만약 기적같이 외벽이 무너지면, 적들은 마지막 방어물인 거대한 내벽과 마주하게 됩니다. 	드문 경우지만 외부 방벽이 뚫리면 침입자는 막강한 내부 벽인 궁극의 방벽과 마주하게 됩니다.	"Accuracy: 드문 경우지만(mistranslation/major)
Fluency: 막강한 내부 벽인(unnaturalness/minor)
Style: the great inner wall.(structure/major)"	10.0	3.0	5.0	18.0
